unique_key,created_date,status,complaint_type,descriptor,borough,street_name,latitude,longitude,closed_date,location_type,traffic_volume,aadt,nearby_crashes,pavement_crash_nearby,age_days,borough_code,is_highway,descriptor_severity,month_opened,risk_score,urgency_tier,urgency_label,fix_days_estimate,prob_low,prob_medium,prob_high,prob_critical
68546680,2026-04-02 08:17:34,Closed,Street Condition,Pothole,BROOKLYN,nan,40.67712231074169,-73.90046360184252,2026-04-02 08:17:34,nan,5664.555555555556,6673.0,19,1,23.526203787905093,1,0,0.7,4,35.3,1,Medium,14,0.0,1.0,0.0,0.0
68690800,2026-04-16 16:08:15,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.56029031513674,-74.16592065392997,2026-04-16 16:08:15,nan,23788.714285714286,2762.0,8,1,9.199340361979166,4,0,0.7,4,35.3,1,Medium,14,0.0,1.0,0.0,0.0
68584665,2026-04-06 20:52:05,Closed,Street Condition,Pothole,BRONX,nan,40.82698121180921,-73.83079106058138,2026-04-06 20:52:05,nan,6677.6,6655.5,9,1,19.002233880497684,3,0,0.7,4,35.3,1,Medium,14,0.0,1.0,0.0,0.0
68744930,2026-04-21 18:09:38,Open,Street Condition,Pothole,STATEN ISLAND,nan,40.529373733559744,-74.16135093979543,,nan,23788.714285714286,2762.0,6,0,4.115046380497685,4,0,0.7,4,35.3,1,Medium,14,0.001,0.999,0.0,0.0
68593638,2026-04-07 08:37:47,Open,Street Condition,Pothole,BROOKLYN,nan,40.63751373151894,-73.96278023478102,,nan,5664.555555555556,6673.0,10,1,18.51216443605324,1,0,0.7,4,35.3,1,Medium,14,0.001,0.999,0.0,0.0
68555825,2026-04-03 17:19:37,Closed,Street Condition,Pothole,BRONX,nan,40.88919344270751,-73.83129818365059,2026-04-03 17:19:37,nan,6677.6,6655.5,10,1,22.149780176793982,3,0,0.7,4,35.3,1,Medium,14,0.0,1.0,0.0,0.0
68530480,2026-04-01 06:53:19,Closed,Street Condition,Pothole,BROOKLYN,nan,40.70376434663383,-73.94261449770798,2026-04-01 06:53:19,nan,5664.555555555556,6673.0,17,1,24.58471073234954,1,0,0.7,4,35.2,1,Medium,14,0.0,1.0,0.0,0.0
68655910,2026-04-13 14:49:28,Open,Street Condition,Pothole,STATEN ISLAND,nan,40.615186301699424,-74.10256686753505,,nan,23788.714285714286,2762.0,6,1,12.254051010127315,4,0,0.7,4,35.2,1,Medium,14,0.004,0.996,0.0,0.0
68540218,2026-04-02 22:02:21,Closed,Street Condition,Pothole,QUEENS,nan,40.67297537964296,-73.73222447990973,2026-04-02 22:02:21,nan,4959.1547619047615,4660.0,12,1,22.95343758420139,2,0,0.7,4,35.2,1,Medium,14,0.002,0.998,0.0,0.0
68532358,2026-04-01 06:48:08,Closed,Street Condition,Pothole,BROOKLYN,nan,40.70376434663383,-73.94261449770798,2026-04-03 09:10:00,nan,5664.555555555556,6673.0,17,1,24.588310269386575,1,0,0.7,4,35.2,1,Medium,14,0.0,1.0,0.0,0.0
68528121,2026-04-01 11:06:07,Pending,Street Condition,Pothole,QUEENS,nan,40.70427812275048,-73.74985452229484,,nan,4959.1547619047615,4660.0,12,0,24.409155176793984,2,0,0.7,4,35.2,1,Medium,14,0.001,0.999,0.0,0.0
68767183,2026-04-23 08:14:42,Open,Street Condition,Pothole,STATEN ISLAND,nan,40.63249473349948,-74.15639420020095,,nan,23788.714285714286,2762.0,7,0,2.5281945286458334,4,0,0.7,4,35.2,1,Medium,14,0.0,1.0,0.0,0.0
68524597,2026-03-31 22:14:44,Closed,Street Condition,Pothole,BRONX,nan,40.88107633375972,-73.87848591158738,2026-03-31 22:14:44,nan,6677.6,6655.5,23,0,24.944838047164353,3,0,0.7,3,35.2,1,Medium,14,0.0,1.0,0.0,0.0
68533341,2026-04-01 08:34:15,Closed,Street Condition,Pothole,BROOKLYN,nan,40.67307983173321,-73.91123055517018,2026-04-01 08:34:15,nan,5664.555555555556,6673.0,30,1,24.514618139756948,1,0,0.7,4,35.2,1,Medium,14,0.0,1.0,0.0,0.0
68643799,2026-04-12 17:48:37,Open,Street Condition,Pothole,BRONX,nan,40.83589717261666,-73.85585916698197,,nan,6677.6,6655.5,10,0,13.129641287905093,3,0,0.7,4,35.2,1,Medium,14,0.0,1.0,0.0,0.0
68521992,2026-03-31 16:54:54,Closed,Street Condition,Pothole,QUEENS,nan,40.75903640272996,-73.88789511644337,2026-04-11 14:22:00,nan,4959.1547619047615,4660.0,13,0,25.166944528645836,2,0,0.7,3,35.2,1,Medium,14,0.0,1.0,0.0,0.0
68640947,2026-04-12 22:36:53,Closed,Street Condition,Pothole,BRONX,nan,40.854582378348454,-73.91619006517614,2026-04-12 22:36:53,nan,6677.6,6655.5,21,1,12.929456102719907,3,0,0.7,4,35.2,1,Medium,14,0.0,1.0,0.0,0.0
68606494,2026-04-08 15:16:28,Closed,Street Condition,Pothole,BRONX,nan,40.83737086525621,-73.8877667333652,2026-04-08 15:16:28,nan,6677.6,6655.5,20,0,17.235301010127316,3,0,0.7,4,35.2,1,Medium,14,0.0,1.0,0.0,0.0
68585176,2026-04-06 21:03:34,Open,Street Condition,Pothole,BRONX,nan,40.861346323973066,-73.8674847396658,,nan,6677.6,6655.5,15,1,18.994259343460648,3,0,0.7,4,35.2,1,Medium,14,0.0,1.0,0.0,0.0
68547170,2026-04-02 16:38:18,Closed,Street Condition,Pothole,QUEENS,nan,40.6762509901006,-73.73625634470716,2026-04-16 09:45:00,nan,4959.1547619047615,4660.0,11,1,23.17847230642361,2,0,0.7,4,35.1,1,Medium,14,0.001,0.999,0.0,0.0
68521952,2026-03-31 15:25:59,Pending,Street Condition,Pothole,QUEENS,nan,40.713293038929514,-73.72968897868212,,nan,4959.1547619047615,4660.0,16,0,25.22869221383102,2,0,0.7,3,35.1,1,Medium,14,0.0,1.0,0.0,0.0
68590813,2026-04-07 16:44:44,Open,Street Condition,Pothole,STATEN ISLAND,nan,40.52590721364412,-74.20276998946336,,nan,23788.714285714286,2762.0,3,1,18.174004713831017,4,0,0.7,4,35.1,1,Medium,14,0.0,1.0,0.0,0.0
68595830,2026-04-07 10:29:58,Closed,Street Condition,Pothole,BRONX,nan,40.86275511138113,-73.90107874094647,2026-04-07 10:29:58,nan,6677.6,6655.5,36,1,18.43425934346065,3,0,0.7,4,35.1,1,Medium,14,0.0,1.0,0.0,0.0
68536772,2026-04-01 22:10:30,Closed,Street Condition,Pothole,QUEENS,nan,40.68167049405539,-73.83779743982831,2026-04-11 08:20:00,nan,4959.1547619047615,4660.0,11,1,23.947777861979166,2,0,0.7,4,35.1,1,Medium,14,0.0,1.0,0.0,0.0
68542773,2026-04-02 17:02:08,Closed,Street Condition,Pothole,BRONX,nan,40.85591977049978,-73.91718970947426,2026-04-02 17:02:08,nan,6677.6,6655.5,22,1,23.161921380497684,3,0,0.7,4,35.1,1,Medium,14,0.0,1.0,0.0,0.0
68543246,2026-04-02 13:07:52,Pending,Street Condition,Pothole,STATEN ISLAND,nan,40.55125424601603,-74.13455949950571,,nan,23788.714285714286,2762.0,3,1,23.32460656568287,4,0,0.7,4,35.1,1,Medium,14,0.0,1.0,0.0,0.0
68625007,2026-04-10 09:45:24,Closed,Street Condition,Pothole,MANHATTAN,nan,40.7713904523201,-73.95043032980328,2026-04-10 09:45:24,nan,16591.571428571428,6876.0,4,0,15.465208417534722,0,0,0.7,4,35.1,1,Medium,14,0.006,0.994,0.001,0.0
68519884,2026-03-31 12:49:19,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.627878553450955,-74.1052414577564,2026-03-31 12:49:19,nan,23788.714285714286,2762.0,1,1,25.33748851012732,4,0,0.7,3,35.1,1,Medium,14,0.003,0.997,0.0,0.0
68751689,2026-04-21 14:35:06,Closed,Street Condition,Pothole,BROOKLYN,MARCUS GARVEY BOULEVARD,40.68671187490605,-73.93879267188085,2026-04-22 06:00:00,nan,9288.142857142857,6673.0,16,1,4.264027861979167,1,0,0.7,4,35.1,1,Medium,14,0.0,1.0,0.0,0.0
68685360,2026-04-16 12:17:26,Open,Street Condition,Pothole,MANHATTAN,nan,40.79730586816635,-73.96428727613109,,nan,16591.571428571428,6876.0,5,1,9.35962971383102,0,0,0.7,4,35.1,1,Medium,14,0.001,0.998,0.001,0.0
68536277,2026-04-01 14:47:05,Closed,Street Condition,Pothole,BROOKLYN,nan,40.68397251799151,-73.94403770831607,2026-04-01 14:47:05,nan,5664.555555555556,6673.0,14,1,24.255706102719905,1,0,0.7,4,35.0,1,Medium,14,0.0,1.0,0.0,0.0
68547183,2026-04-02 06:38:11,Closed,Street Condition,Pothole,QUEENS,nan,40.74208841882405,-73.85431549191652,2026-04-11 21:14:00,nan,4959.1547619047615,4660.0,10,1,23.595219991608797,2,0,0.7,4,35.0,1,Medium,14,0.0,1.0,0.0,0.0
68585160,2026-04-05 11:31:50,Closed,Street Condition,Pothole,QUEENS,nan,40.72467860892961,-73.764815264584,2026-04-18 13:45:00,nan,4959.1547619047615,4660.0,14,1,20.391296380497685,2,0,0.7,4,35.0,1,Medium,14,0.0,1.0,0.0,0.0
68597197,2026-04-08 19:36:44,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.63172392547253,-74.09591996391923,2026-04-08 19:36:44,nan,23788.714285714286,2762.0,3,0,17.054560269386574,4,0,0.7,4,35.0,1,Medium,14,0.003,0.997,0.0,0.0
68533870,2026-04-01 16:16:28,Closed,Street Condition,Pothole,QUEENS,nan,40.790800870744555,-73.82390583476082,2026-04-04 20:44:00,nan,4959.1547619047615,4660.0,11,1,24.193634343460648,2,0,0.7,4,35.0,1,Medium,14,0.0,0.999,0.0,0.0
68519890,2026-03-31 19:19:49,Closed,Street Condition,Pothole,QUEENS,nan,40.761265587233325,-73.87499725675143,2026-03-31 19:19:49,nan,4959.1547619047615,4660.0,13,0,25.066307954571762,2,0,0.7,3,35.0,1,Medium,14,0.0,1.0,0.0,0.0
68540235,2026-04-02 14:34:54,Closed,Street Condition,Pothole,BRONX,nan,40.822945869054735,-73.8681790542746,2026-04-02 14:34:54,nan,6677.6,6655.5,15,1,23.264166750868057,3,0,0.7,4,35.0,1,Medium,14,0.0,1.0,0.0,0.0
68518293,2026-03-31 14:46:29,Closed,Street Condition,Pothole,BRONX,nan,40.839798998960944,-73.87359562413603,2026-03-31 14:46:29,nan,6677.6,6655.5,12,1,25.256122769386575,3,0,0.7,3,35.0,1,Medium,14,0.0,1.0,0.0,0.0
68543958,2026-04-02 20:38:32,Closed,Street Condition,Pothole,QUEENS,nan,40.725476145414376,-73.76557731286611,2026-04-02 20:38:32,nan,4959.1547619047615,4660.0,31,1,23.011643602719907,2,0,0.7,4,35.0,1,Medium,14,0.0,1.0,0.0,0.0
68602540,2026-04-07 15:13:51,Closed,Street Condition,Pothole,BROOKLYN,UTICA AVENUE,40.66799370202615,-73.93118586072052,2026-04-08 08:52:00,nan,5664.555555555556,18962.0,43,1,18.237118139756944,1,0,0.7,4,35.0,1,Medium,14,0.0,1.0,0.0,0.0
68580310,2026-04-06 13:07:32,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.57089068381459,-74.147902755856,2026-04-06 13:07:32,nan,23788.714285714286,2762.0,4,1,19.324838047164352,4,0,0.7,4,35.0,1,Medium,14,0.0,1.0,0.0,0.0
68520409,2026-03-31 15:01:06,Open,Street Condition,Pothole,BRONX,nan,40.82815020067192,-73.91167408848696,,nan,6677.6,6655.5,12,1,25.245972306423614,3,0,0.7,3,35.0,1,Medium,14,0.0,1.0,0.0,0.0
68705445,2026-04-17 21:59:25,Closed,Street Condition,Pothole,MANHATTAN,nan,40.86795092389553,-73.92700182445367,2026-04-17 21:59:25,nan,16591.571428571428,6876.0,7,1,7.955474621238426,0,0,0.7,4,35.0,1,Medium,14,0.001,0.998,0.0,0.0
68580291,2026-04-05 15:03:00,Closed,Street Condition,Pothole,BROOKLYN,nan,40.7104784300833,-73.96383963408627,2026-04-06 13:39:00,nan,5664.555555555556,6673.0,15,1,20.244652861979166,1,0,0.7,4,34.9,1,Medium,14,0.0,1.0,0.0,0.0
68534829,2026-04-01 10:56:55,Closed,Street Condition,Pothole,BRONX,nan,40.832695346779545,-73.86366435873164,2026-04-01 10:56:55,nan,6677.6,6655.5,42,1,24.415544065682873,3,0,0.7,4,34.9,1,Medium,14,0.0,1.0,0.0,0.0
68555069,2026-04-03 09:23:27,Closed,Street Condition,Pothole,QUEENS,nan,40.74851408985059,-73.87555532770014,2026-04-10 14:51:00,nan,4959.1547619047615,4660.0,21,0,22.480451473090277,2,0,0.7,4,34.9,1,Medium,14,0.0,1.0,0.0,0.0
68580298,2026-04-06 17:33:19,Closed,Street Condition,Pothole,BRONX,nan,40.8422043016679,-73.83908661007817,2026-04-06 17:33:19,nan,6677.6,6655.5,20,0,19.140266287905092,3,0,0.7,4,34.9,1,Medium,14,0.0,1.0,0.0,0.0
68578022,2026-04-06 08:01:08,Closed,Street Condition,Pothole,BROOKLYN,nan,40.71121388040269,-73.9633775315541,2026-04-11 10:25:00,nan,5664.555555555556,6673.0,17,1,19.53761582494213,1,0,0.7,4,34.9,1,Medium,14,0.0,1.0,0.0,0.0
68545871,2026-04-02 07:38:16,Open,Street Condition,Pothole,BROOKLYN,nan,40.67890536841816,-73.9163928196439,,nan,5664.555555555556,6673.0,11,1,23.55349545457176,1,0,0.7,4,34.9,1,Medium,14,0.0,1.0,0.0,0.0
68616279,2026-04-04 09:16:34,Open,Street Condition,Pothole,BRONX,nan,40.82665763217701,-73.87389520093623,,nan,6677.6,6655.5,17,1,21.48523156568287,3,0,0.7,4,34.9,1,Medium,14,0.0,1.0,0.0,0.0
68533845,2026-04-01 22:43:36,Closed,Street Condition,Pothole,BROOKLYN,nan,40.690400027548165,-73.92364436398681,2026-04-03 15:05:00,nan,5664.555555555556,6673.0,32,1,23.924791750868057,1,0,0.7,4,34.9,1,Medium,14,0.0,1.0,0.0,0.0
68621080,2026-04-09 14:18:42,Closed,Street Condition,Pothole,BROOKLYN,nan,40.715305346740664,-73.96043534986752,2026-04-10 09:15:00,nan,5664.555555555556,6673.0,22,1,16.275416750868054,1,0,0.7,4,34.9,1,Medium,14,0.001,0.999,0.0,0.0
68517270,2026-03-31 19:18:56,Closed,Street Condition,Pothole,QUEENS,nan,40.76144509539819,-73.87601487856993,2026-04-11 21:45:00,nan,4959.1547619047615,4660.0,13,0,25.06692138049769,2,0,0.7,3,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68586640,2026-04-07 13:41:47,Open,Street Condition,Pothole,BROOKLYN,nan,40.65563381526855,-73.95986165382739,,nan,5664.555555555556,6673.0,27,1,18.301053324942128,1,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68523560,2026-03-31 13:51:53,Open,Street Condition,Pothole,BRONX,nan,40.827052454528015,-73.8710362991137,,nan,6677.6,6655.5,10,1,25.294039436053243,3,0,0.7,3,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68611028,2026-04-04 15:44:37,Open,Street Condition,Pothole,BRONX,WILLIAMSBRIDGE ROAD,40.84599021893382,-73.84788567809335,,nan,6677.6,14876.0,12,1,21.215752399016203,3,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68547969,2026-04-03 18:03:10,Closed,Street Condition,Pothole,BRONX,nan,40.833965234391094,-73.86289203458179,2026-04-03 18:03:10,nan,6677.6,6655.5,55,1,22.119537121238427,3,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68538150,2026-04-02 09:41:46,Closed,Street Condition,Pothole,QUEENS,nan,40.7136433699604,-73.80692859466807,2026-04-16 09:05:00,nan,4959.1547619047615,4660.0,16,1,23.46773156568287,2,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68531846,2026-04-01 11:34:09,Closed,Street Condition,Pothole,QUEENS,nan,40.66385969679448,-73.82296135414143,2026-04-01 11:34:09,nan,4959.1547619047615,4660.0,30,1,24.38968758420139,2,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68533343,2026-04-01 16:58:06,Closed,Street Condition,Pothole,BRONX,nan,40.84317496421008,-73.91194689088798,2026-04-01 16:58:06,nan,6677.6,6655.5,12,1,24.16472230642361,3,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68609173,2026-04-09 12:31:14,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.549671713305585,-74.18667113354685,2026-04-09 12:31:14,nan,23788.714285714286,2762.0,3,0,16.350046380497684,4,0,0.7,4,34.8,1,Medium,14,0.001,0.999,0.0,0.0
68747369,2026-04-21 03:41:27,Closed,Street Condition,Pothole,QUEENS,ROCKAWAY BOULEVARD,40.674610933208335,-73.80427648819571,2026-04-21 21:15:00,nan,4959.1547619047615,66278.0,22,0,4.717951473090277,2,0,0.7,4,34.8,1,Medium,14,0.002,0.998,0.0,0.0
68549835,2026-04-04 02:25:42,Closed,Street Condition,Pothole,QUEENS,nan,40.68424002310187,-73.84609489919268,2026-04-11 13:32:00,nan,4959.1547619047615,4660.0,14,0,21.770555639756946,2,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68543264,2026-04-03 03:04:27,Closed,Street Condition,Pothole,BROOKLYN,nan,40.69223346061907,-73.98729955552464,2026-04-11 17:32:00,nan,5664.555555555556,6673.0,33,1,22.74364591753472,1,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68578880,2026-04-06 00:04:58,Closed,Street Condition,Pothole,QUEENS,nan,40.66832793744469,-73.79626354458001,2026-04-06 00:04:58,nan,4959.1547619047615,4660.0,11,0,19.868287121238424,2,0,0.7,4,34.8,1,Medium,14,0.001,0.999,0.0,0.0
68545868,2026-04-03 02:47:56,Closed,Street Condition,Pothole,BROOKLYN,nan,40.6898703200461,-73.98829884109378,2026-04-11 18:59:00,nan,5664.555555555556,6673.0,41,1,22.75511582494213,1,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68614962,2026-04-09 12:21:36,Open,Street Condition,Pothole,BROOKLYN,nan,40.67111378892755,-73.97806063883692,,nan,5664.555555555556,6673.0,10,1,16.3567361953125,1,0,0.7,4,34.8,1,Medium,14,0.009,0.991,0.0,0.0
68590837,2026-04-07 14:59:46,Open,Street Condition,Pothole,BROOKLYN,nan,40.69698633989122,-73.93522383122014,,nan,5664.555555555556,6673.0,50,1,18.246898232349537,1,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68617618,2026-04-04 09:13:25,Open,Street Condition,Pothole,BROOKLYN,nan,40.68578040283673,-73.95439171425565,,nan,5664.555555555556,6673.0,10,0,21.48741906568287,1,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68521991,2026-03-31 17:01:54,Closed,Street Condition,Pothole,QUEENS,nan,40.70614246718544,-73.83176504853816,2026-04-11 08:30:00,nan,4959.1547619047615,4660.0,10,1,25.162083417534724,2,0,0.7,3,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68526669,2026-04-01 23:07:01,Open,Street Condition,Pothole,BRONX,nan,40.854208022401494,-73.86105735636079,,nan,6677.6,6655.5,11,1,23.90853017679398,3,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68614421,2026-04-09 17:51:59,Closed,Street Condition,Pothole,BRONX,nan,40.85487375097522,-73.91678976333644,2026-04-09 17:51:59,nan,6677.6,6655.5,22,1,16.12730332494213,3,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68544528,2026-04-02 14:04:42,Closed,Street Condition,Pothole,BROOKLYN,nan,40.6829484277952,-74.00633852144266,2026-04-03 20:30:00,nan,5664.555555555556,6673.0,11,0,23.285138973090277,1,0,0.7,4,34.8,1,Medium,14,0.0,1.0,0.0,0.0
68610464,2026-04-04 09:21:36,Closed,Street Condition,Pothole,QUEENS,nan,40.761265587233325,-73.87499725675143,2026-04-04 09:21:36,nan,4959.1547619047615,4660.0,13,0,21.4817361953125,2,0,0.7,4,34.7,1,Medium,14,0.0,1.0,0.0,0.0
68524596,2026-03-31 22:22:00,Closed,Street Condition,Pothole,BRONX,nan,40.88025935218736,-73.87678054259923,2026-03-31 22:22:00,nan,6677.6,6655.5,22,0,24.939791750868057,3,0,0.7,3,34.7,1,Medium,14,0.0,1.0,0.0,0.0
68518286,2026-04-01 01:26:37,Closed,Street Condition,Pothole,BRONX,nan,40.88025935218736,-73.87678054259923,2026-04-01 01:26:37,nan,6677.6,6655.5,22,0,24.81158573234954,3,0,0.7,4,34.7,1,Medium,14,0.0,1.0,0.0,0.0
68544524,2026-04-03 03:03:51,Closed,Street Condition,Pothole,BROOKLYN,nan,40.69380071558663,-73.98722713465035,2026-04-11 15:26:00,nan,5664.555555555556,6673.0,29,1,22.744062584201387,1,0,0.7,4,34.7,1,Medium,14,0.0,1.0,0.0,0.0
68625478,2026-04-10 16:09:45,Open,Street Condition,Pothole,BRONX,nan,40.82435222767272,-73.82021107342064,,nan,6677.6,6655.5,11,1,15.1982986953125,3,0,0.7,4,34.7,1,Medium,14,0.001,0.999,0.0,0.0
68770997,2026-04-23 18:57:46,Closed,Street Condition,Pothole,MANHATTAN,nan,40.86795092389553,-73.92700182445367,2026-04-23 18:57:46,nan,16591.571428571428,6876.0,7,1,2.0816204545717594,0,0,0.7,4,34.7,1,Medium,14,0.003,0.997,0.001,0.0
68541518,2026-04-02 11:22:05,Closed,Street Condition,Pothole,BROOKLYN,nan,40.704112957771954,-73.91586709054877,2026-04-02 11:22:05,nan,5664.555555555556,6673.0,25,0,23.39806721383102,1,0,0.7,4,34.7,1,Medium,14,0.0,1.0,0.0,0.0
68538168,2026-04-02 10:58:32,Open,Street Condition,Pothole,BROOKLYN,nan,40.704112957771954,-73.91586709054877,,nan,5664.555555555556,6673.0,25,0,23.414421380497686,1,0,0.7,4,34.7,1,Medium,14,0.0,1.0,0.0,0.0
68516717,2026-03-31 16:32:42,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.5953072066809,-74.18308988238485,2026-03-31 16:32:42,nan,23788.714285714286,2762.0,2,0,25.182361195312502,4,0,0.7,3,34.7,1,Medium,14,0.001,0.999,0.0,0.0
68644516,2026-04-12 19:03:34,Closed,Street Condition,Pothole,BRONX,RIVERDALE AVENUE,40.88660870773108,-73.90703591556115,2026-04-12 19:03:34,nan,6677.6,11569.0,15,1,13.077592676793982,3,0,0.7,4,34.7,1,Medium,14,0.0,1.0,0.0,0.0
68612292,2026-04-09 21:20:29,Open,Street Condition,Pothole,BRONX,nan,40.832715493568145,-73.92874612490239,,nan,6677.6,6655.5,19,0,15.982511658275463,3,0,0.7,4,34.7,1,Medium,14,0.0,1.0,0.0,0.0
68611040,2026-04-04 18:04:18,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.57306317921079,-74.08769702915943,2026-04-18 10:17:00,nan,23788.714285714286,2762.0,3,0,21.118750084201388,4,0,0.7,4,34.6,1,Medium,14,0.001,0.999,0.0,0.0
68613662,2026-04-09 21:23:48,Open,Street Condition,Pothole,BRONX,nan,40.83742542598309,-73.9203640534567,,nan,6677.6,6655.5,26,0,15.980208417534723,3,0,0.7,4,34.6,1,Medium,14,0.0,1.0,0.0,0.0
68551108,2026-04-03 16:50:58,Closed,Street Condition,Pothole,QUEENS,nan,40.74861464350142,-73.8746312134739,2026-04-10 21:15:00,nan,4959.1547619047615,4660.0,21,0,22.169676010127315,2,0,0.7,4,34.6,1,Medium,14,0.0,1.0,0.0,0.0
68518869,2026-03-31 17:58:48,Closed,Street Condition,Pothole,QUEENS,nan,40.711464773780904,-73.83570497381895,2026-04-01 14:59:00,nan,4959.1547619047615,4660.0,15,1,25.122569528645837,2,0,0.7,3,34.6,1,Medium,14,0.0,1.0,0.0,0.0
68547194,2026-04-02 09:19:19,Closed,Street Condition,Pothole,BROOKLYN,nan,40.67459924260785,-73.9388939151562,2026-04-11 14:10:00,nan,5664.555555555556,6673.0,14,0,23.483321843460647,1,0,0.7,4,34.6,1,Medium,14,0.0,1.0,0.0,0.0
68525168,2026-03-31 23:57:30,Closed,Street Condition,Pothole,QUEENS,nan,40.72580447685925,-73.90485740925405,2026-04-11 09:30:00,nan,4959.1547619047615,4660.0,14,0,24.873472306423615,2,0,0.7,3,34.6,1,Medium,14,0.0,1.0,0.0,0.0
68546673,2026-04-02 13:28:43,Closed,Street Condition,Pothole,QUEENS,nan,40.70273875167371,-73.80228601065063,2026-04-02 13:28:43,nan,4959.1547619047615,4660.0,19,1,23.310127399016203,2,0,0.7,4,34.6,1,Medium,14,0.0,1.0,0.0,0.0
68547177,2026-04-02 10:49:25,Open,Street Condition,Pothole,QUEENS,nan,40.7489827238065,-73.939681044523,,nan,4959.1547619047615,4660.0,31,0,23.420752399016205,2,0,0.7,4,34.6,1,Medium,14,0.0,1.0,0.0,0.0
68531868,2026-04-01 16:37:14,Closed,Street Condition,Pothole,BROOKLYN,nan,40.61855818991716,-73.95503558617763,2026-04-01 16:37:14,nan,5664.555555555556,6673.0,11,1,24.179213047164353,1,0,0.7,4,34.6,1,Medium,14,0.0,1.0,0.0,0.0
68517266,2026-03-31 23:33:35,Closed,Street Condition,Pothole,QUEENS,nan,40.75438938417203,-73.89652218284081,2026-04-11 11:35:00,nan,4959.1547619047615,4660.0,17,0,24.89008110271991,2,0,0.7,3,34.6,1,Medium,14,0.0,1.0,0.0,0.0
68514080,2026-03-31 20:59:43,Pending,Street Condition,Pothole,QUEENS,nan,40.755461177238395,-73.88629853417046,,nan,4959.1547619047615,4660.0,12,0,24.99693295457176,2,0,0.7,3,34.6,1,Medium,14,0.0,1.0,0.0,0.0
68607867,2026-04-04 15:20:04,Closed,Street Condition,Pothole,BROOKLYN,nan,40.60194983071301,-73.99380961331761,2026-04-09 09:50:00,nan,5664.555555555556,6673.0,29,0,21.232801010127314,1,0,0.7,4,34.5,1,Medium,14,0.0,1.0,0.0,0.0
68574646,2026-04-05 15:04:33,Closed,Street Condition,Pothole,BROOKLYN,BROADWAY,40.70863213200237,-73.95845550499334,2026-04-06 14:18:00,nan,5664.555555555556,13110.0,37,1,20.24357647309028,1,0,0.7,4,34.5,1,Medium,14,0.0,1.0,0.0,0.0
68699654,2026-04-15 05:51:49,Closed,Street Condition,Pothole,BROOKLYN,nan,40.635520338103106,-74.01669615060825,2026-04-16 20:55:00,nan,5664.555555555556,6673.0,26,1,10.62741906568287,1,0,0.7,4,34.5,1,Medium,14,0.006,0.994,0.0,0.0
68557163,2026-04-03 15:51:35,Closed,Street Condition,Pothole,QUEENS,nan,40.71888937644035,-73.84158850919346,2026-04-03 15:51:35,nan,4959.1547619047615,4660.0,13,0,22.21091443605324,2,0,0.7,4,34.5,1,Medium,14,0.0,1.0,0.0,0.0
68741922,2026-04-21 16:53:39,Open,Street Condition,Pothole,MANHATTAN,nan,40.76677892733964,-73.99676176889756,,nan,16591.571428571428,6876.0,8,1,4.167812584201389,0,0,0.7,4,34.5,1,Medium,14,0.001,0.999,0.001,0.0
68595847,2026-04-07 13:07:24,Closed,Street Condition,Pothole,QUEENS,nan,40.72013323771417,-73.79037278029215,2026-04-07 13:07:24,nan,4959.1547619047615,4660.0,31,0,18.324930639756943,2,0,0.7,4,34.5,1,Medium,14,0.0,1.0,0.0,0.0
68612314,2026-04-09 11:27:32,Open,Street Condition,Pothole,BROOKLYN,nan,40.670118104058744,-73.92246717181506,,nan,5664.555555555556,6673.0,21,0,16.394282491608795,1,0,0.7,4,34.5,1,Medium,14,0.0,1.0,0.0,0.0
68617079,2026-04-09 23:44:35,Closed,Street Condition,Pothole,BRONX,nan,40.83737086525621,-73.8877667333652,2026-04-09 23:44:36,nan,6677.6,6655.5,20,0,15.882442213831018,3,0,0.7,4,34.5,1,Medium,14,0.0,1.0,0.0,0.0
